,sentimento,txt
593,positivo,"Esse livro é um verdadeiro choque de realidade na quebrança de mitos sobre tudo o que você pensava saber sobre dinheiro e riquezas. É um leitura necessária para todo e qualquer profissional que tem sede de vencer financeiramente na vida. 
"
594,positivo,"Excelente, consegue abrir a nossa mente, para entender onde estamos e para onde devemos ir, mudando definitivamente nossa maneira de pensar sobre o dinheiro. 
"
595,positivo,"Adorei! Identifiquei várias oportunidades de mudança em minhas crenças p/ atrair o sucesso financeiro que quero. Recomendo, vale a pena!
"
596,positivo,"Está  sendo surpeendedor, motivador onde estou tendo um grande aprendizado a partir dos conhecimentos que estou aprendendo desse magnífico autor. 
"
597,positivo,"Simplesmente mudou a forma como eu enxergo o dinheiro e tudo relacionado a ele. Linguagem do livro super tranquila e boa de ler! 
"
598,positivo,"Esse livro abriu minha mente !me ensinou muitas coisas ! Ameiiiiiiiiii ! Comecei a ler ele pela recomendação da Adriana Santana e Rodrigo! 
"
599,positivo,"inspirador, além de ensinar muitas coisas além de como se tornar rico financeiramente, mas sim ser feliz, é isto pessoal 
"
600,positivo,"Definitivamente eu era muito limitado,até mesmo por não ter tido um grande instrutor na minha vida,mas depois desse livro me tornei muito mais confiante e entusiasmado ,borá botar em pratica .....!!!! 
"
601,positivo,"Excelente,li e vou reeler mais algumas vezes ,porq este livro e muito bom mesmo 
"
602,positivo,"Um livro que te da umas bofetadas na cara e te faz acordar para a realidade da vida que vc não está vivendo por negligencia 
"
603,positivo,"Adoro esse livro. Ensinamentos preciosos de como criar uma mente rica. Que resolva todos os problemas e nada faça parar. Recomendo a todos que tem seus negócios ou aqueles que querem um dia ficar rico!
"
604,positivo,"Segundo Buffett este é o melhor livro de investimentos já escrito e quem sou eu para dizer o contrario! Sem dúvidas é a biblia do Value Investing e os comentários de Jason Zweig após cada capítulo nos trazem uma visão mais contemporânea mas totalmente alinhados com os conceitos abordados por Graham. Algumas partes Graham aprofunda os conceitos e os leigos podem ficar um pouco perdidos, mas a maior parte do livro é de fácil leitura e compreensão. É um livro pra ler e revisitá-lo varias vezes. Recomendo muito a todos os perfis de investidores! 
"
605,positivo,"O livro sintetiza o que há de mais relevante em termos de análise de empresas para o investidor pequeno e iniciante. Ao longo do livro são apresentados os princípios que norteiam a ideia do autor de que investimentos em empresas via compra de ações não são apostas aleatórias. 
"
606,positivo,"Best seller. Um dos livros mais recomendados sobre investimentos. Possui uma boa fluidez, liguagem objetiva, muito didático, fácil compreensão. Recomendo para quem busca iniciar no mercado de ações. 
"
607,positivo,"Todos os investidores e pessoas que começam a desbravar esse assunto deveriam primeiramente ler esse livro. Não se apegue ao fato de ter sido escrito há tanto tempo pois o seu conteúdo é atemporal e como credencial basta dizer que é o livro que Warren Buffett cita em quase todas as suas entrevista biográficas. 
"
608,positivo,"Achei o assunto muito interessante. Entendo que o livro traga cenários bastante antigos, porém entendo que os princípios por trás ainda sejam válidos/atuais. 
"
609,positivo,"Excelente e muito esclarecedora a leitura. O criador do Value Investing, nos ensina como encontrar boas empresa para comprar. Leitura essencial para qualquer investidor que queira se aprofundar e tomar as próprias decisões para não ficar dependente CAll de analistas. 
"
610,positivo,"Para quem quer iniciar seus investimentos na bolsa o livro trará ensinamentos preciosos. O autor argumenta sobre a imprevisibilidade do mercado, a importância de tomar decisões conscientes e não por indicações de 'especialistas'.  Seus ensinamentos estão em consonância com a análise fundamentalista. 
"
611,positivo,"Material excelente, linguagem de fácil compreensão, com dicas super valiosas para quem pretende acumular capital de uma forma consciente ao longo dos anos.
"
612,positivo,"O autor defende que não existem investidores e sim especuladores. E é partindo dessa premissa que todos os Axiomas se baseiam, ao enxergar os investimentos como de fato eles são: um jogo de probabilidades. Não considero esse um livro sobre investimentos propriamente dito, mas sim sobre a mentalidade do investidor, que, após a leitura, passamos a considerar tão ou mais importante quanto o conhecimento técnico em investimentos. Leitura obrigatória para quem já ingressou, vai ingressar ou pretender ingressar no mercado financeiro. 
"
613,positivo,"Narrativa rápida e envolvente, com histórias de investidores em ações, imóveis, moedas etc. Ótima leitura para quem está adentrando nos investimentos mais arriscados, mas também para quem quer refletir sobre a existência (devemos nos arriscar, fiar-nos em previsões, acreditar em ocultismos, seguir a maioria ou a dica de terceiros?). O próprio autor menciona a psicanálise em algumas passagens, o que me faz crer que ele experimentou algum tipo de psicoterapia, verificável até pela percepção que ele possui da vida. Boa leitura! 
"
614,positivo,"A linguagem do autor e a argumentação são interessantes e atraentes. Dá vontade de ler o livro e depois relê-lo. As dicas são muito interessantes para quem pensa em investir seu dinheiro. Gosto de ver como a vida em si é incerta. 
"
615,positivo,"O livro é objetivo e demonstra que regras simnples podem fazer com que qualquer pessoa tenha sucesso em seus investimentos e, o mais importante, não importa o quanto se está investindo. Exemplos históricos e práticos são importantes colunas na estratégia narrativa do texto. Seu dinheiro pode ser administrado por você, não acredite em quem diz o contrário ;-) 
"
616,positivo,"Um livro que quebra paradigmas no que refere a investimentos. Dá uma outra ótica sobre oportunidade e risco. Livro fundamental para quem leva investimentos a sério. Super recomendo. 
"
617,positivo,"Livro simplesmente fantástico onde o Sport vai de encontro a maioria dos conselhos que você vai encontrar por aí. É impressionante a quantidade de 'verdades' erradas mostradas neste livro. O conteúdo do livro na verdade vai além da Bolsa de Valores. O conteúdo do livro vai além de investimentos financeiros. Se compreender os princípios mostrados no livro A sua própria vida se tornará mais eficaz. 
"
618,positivo,"Eu já cai algumas vezes nos erros citados, vejo gente todo dia caindo sem saber o que exatamente esta acontecendo. Leitura agradável e libertadora. Alguns conceitos são polêmicos, como por exemplo não investir a longo prazo, mas de fato são válidas! 
"
619,positivo,"PARA QUEM QUER ESPECULAR O LIVRO E ESSE...MUITO BOM DE FÁCIL LEITURA, BOAS REGRAS, SIMPLESMENTE FEITO REALMENTE POR QUEM MAIS ENTENDE DE ESPECULAÇÃO......................
"
620,positivo,"Essa revolucionária, embora pequena em demasia, obra é o que os críticos gostam de titular de 'multifuncional': • Pode ser levado a viagens de acampamento para ser usado como combustível para a fogueira - os marshmallows ficarão mais tostados do que nunca!); • Pode ser usado como material de reciclagem (a abundância de cores ajuda com o processo de reaproveitamento do papel); • Pode ser usado em propagandas do PROERD, sobretudo naquelas em que se destaca o efeito devastador dos narcóticos no ser humano; • Serve muito bem como peso de papel ou banquinho para as crianças. 
"
621,positivo,"Muito bom... Minha filha amou. Nos primeiros dias dormiu abraçada ao livro. Já pediu para comprar outro. Os irmãos Netos 
"
622,positivo,"Minha filha amou! O livro é semelhante a uma revista, bem colorido...ela é fã, tem curiosidades da vida do yourtuber.
"
623,positivo,"Sou leitora de Follett desde o premiado ""O Buraco da Agulha"", publicado no final da década de setenta. Portanto, a notícia de que ele estava envolvido no projeto de uma trilogia cujo palco é o século XX, vinha despertando minha curiosidade já há algum tempo. Com mais de mil páginas, o primeiro volume ""Queda de Gigantes"" não só capturou meu interesse como ultrapassou minhas expectativas. Sem dúvida, O escritor é um exímio contador de histórias cujas personagens são coadjuvantes, participam indiretamente, de importantes acontecimentos históricos. A narrativa vai de 1911 até 1924, uma época de drásticas transformações que alteraram por completo o mapa-múndi. Da exploração do operariado pela aristocracia britânica até os bastidores da Revolução Russa, trata-se de uma verdadeira aula de história apresentada mediante diferentes ângulos que atinge seu ápice com o relato da Primeira Guerra Mundial. Confesso que pouco sabia sobre o conflito, tão mal apresentado no meu tempo de estudante. Com personagens críveis, sem dúvida, esse é um romance que prima pelas mulheres fortes como a governanta Ethel Leckwith e Lady Maud Fitzherbert, capazes de desafiar a moralidade da época, não só em nome do amor, mas na busca de um mundo mais justo. Prepare-se para se emocionar e tenha certeza que há outros desafios pela frente. ""Inverno no Mundo"" e ""Eternidade Por Um Fio"" completam a série e estão aguardando sua leitura. 
"
624,positivo,"Primeiro volume da trilogia que compreende a História do mundo (do Hemisfério Norte) no século XX, Queda de Gigantes tem seus personagens (galeses, ingleses, alemães, russos e americanos) bem posicionados nos acontecimentos que desencadearam a Primeira Guerra Mundial e a Revolução Russa, bem como seu desenvolver e consequências. Como já é de costume do Ken, o foco está no drama dos personagens, suas ideologias e motivações, como plano de fundo os acontecimentos que derrubaram os gigantes impérios que regiam a vida das pessoas. Começando a trama no pré-I Guerra Mundial, conhecemos Ethel e Billy Williams, jovens corajosos da classe trabalhadora e socialistas; os irmãos aristocratas Fitz e Maud Fitzherbert, que não poderiam ser mais diferentes, uma vez que ele é um conde conservador e ela uma sufragista, feminista, humanista, com pensamentos liberais para a aristocracia (ela administra uma clínica pediátrica para mães solteiras e pobres); Maud em tempos de guerra, opta por manter seu romance escondido com Walter Von Ulrich, um diplomata alemão em Londres, mas agora um oficial e espião inimigo de seu país dos EUA, Gus Dewar é um jovem assessor do presidente, que acompanha nos esforços contra a guerra e a criação de uma liga entre as nações que possa futuramente impedir conflitos parecidos. No Império Russo, conhecemos os irmãos Grigori e Lev Peshkov, trabalhadores da indústria metalúrgica que sonham uma vida melhor nos EUA, onde o povo pode escolher seus líderes pelo voto. Particularmente, gostei mais do núcleo russo, onde acompanhamos o personagem Grigori Peshkov, que veio de família camponesa mas perdeu os pais por crime de usar (por necessidade) a propriedade de nobres (que sequer davam uso para tais terras) ou ao participar de manifestações cobrando ações do czar, participa ativamente na tomada do poder pelo povo, dando origem ao governo comunista soviético. Muitas reflexões sob a ótica do Grigori, me fez enxergar como o povo russo chegou ao ponto de fazer uma revolução e “cair” nas mãos do comunismo, que vindo das ideais socialistas de Marx, em teoria é muito atrativo (assim eu penso), seja vendo muita luta e esforços de muitas pessoas que não saem pobreza ou a vida sem esforço e privilegiada da minoria nobre e rica. Há uma cena que Grigori descreve de quando era criança, em que seu vilarejo todo ficou um dia inteiro ao lado da estrada, preparam o pão de boas-vindas tradicionais para o czar que passaria por ali e no final ninguém consegue sequer ver a carruagem, que ao passar a toda velocidade, só era possível ver a poeira que levantou. Está cena eu gosto que comprar com uma outra cena em que o rei e a rainha da Grã-Bretanha mudam o que seria um pequeno cortejo por uma cidade no interior do País de Gales para visitar famílias de vítimas de uma tragédia ocorrida no lugar. Bem, sabemos qual família real ainda se mantém não somente como superstar, mas também simplesmente viva atualmente. 
"
